Country,Category,Series,Data Type,Data,Values,Date
United Kingdom,Transport,Timeseries,Data Series,National Rail,37,2021-04-16
United Kingdom,Transport,Timeseries,Data Series,National Rail,40,2021-04-17
United Kingdom,Transport,Timeseries,Data Series,National Rail,42,2021-04-18
United Kingdom,Transport,Timeseries,Data Series,National Rail,43,2021-04-19
United Kingdom,Transport,Timeseries,Data Series,National Rail,46,2021-04-20
United Kingdom,Transport,Timeseries,Data Series,National Rail,45,2021-04-21
United Kingdom,Transport,Timeseries,Data Series,National Rail,44,2021-04-22
United Kingdom,Transport,Timeseries,Data Series,National Rail,42,2021-04-23
United Kingdom,Transport,Timeseries,Data Series,National Rail,41,2021-04-24
United Kingdom,Transport,Timeseries,Data Series,National Rail,39,2021-04-25
United Kingdom,Transport,Timeseries,Data Series,National Rail,35,2021-04-26
United Kingdom,Transport,Timeseries,Data Series,National Rail,37,2021-04-27
United Kingdom,Transport,Timeseries,Data Series,National Rail,37,2021-04-28
United Kingdom,Transport,Timeseries,Data Series,National Rail,37,2021-04-29
United Kingdom,Transport,Timeseries,Data Series,National Rail,37,2021-04-30
United Kingdom,Transport,Timeseries,Data Series,National Rail,37,2021-05-01
United Kingdom,Transport,Timeseries,Data Series,National Rail,38,2021-05-02
United Kingdom,Transport,Timeseries,Data Series,National Rail,39,2021-05-03
United Kingdom,Transport,Timeseries,Data Series,National Rail,39,2021-05-04
United Kingdom,Transport,Timeseries,Data Series,National Rail,40,2021-05-05
United Kingdom,Transport,Timeseries,Data Series,National Rail,40,2021-05-06
United Kingdom,Transport,Timeseries,Data Series,National Rail,40,2021-05-07
United Kingdom,Transport,Timeseries,Data Series,National Rail,40,2021-05-08
United Kingdom,Transport,Timeseries,Data Series,National Rail,40,2021-05-09
United Kingdom,Transport,Timeseries,Data Series,National Rail,38,2021-05-10
United Kingdom,Transport,Timeseries,Data Series,National Rail,39,2021-05-11
United Kingdom,Transport,Timeseries,Data Series,National Rail,39,2021-05-12
United Kingdom,Transport,Timeseries,Data Series,National Rail,39,2021-05-13
United Kingdom,Transport,Timeseries,Data Series,National Rail,38,2021-05-14
United Kingdom,Transport,Timeseries,Data Series,National Rail,38,2021-05-15
United Kingdom,Transport,Timeseries,Data Series,National Rail,38,2021-05-16
United Kingdom,Transport,Timeseries,Data Series,National Rail,39,2021-05-17
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,104,2020-03-01
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,95,2020-03-02
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,95,2020-03-03
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,95,2020-03-04
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,92,2020-03-05
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,92,2020-03-06
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,91,2020-03-07
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,87,2020-03-08
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,90,2020-03-09
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,89,2020-03-10
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,86,2020-03-11
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,81,2020-03-12
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,72,2020-03-13
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,61,2020-03-14
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,54,2020-03-15
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,60,2020-03-16
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,44,2020-03-17
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,35,2020-03-18
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,30,2020-03-19
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,24,2020-03-20
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,13,2020-03-21
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,11,2020-03-22
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,15,2020-03-23
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,9,2020-03-24
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,7,2020-03-25
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-03-26
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-03-27
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-03-28
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-03-29
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-03-30
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-03-31
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-01
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-02
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-03
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-04-04
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-04-05
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-06
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-07
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-08
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-09
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-04-10
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-04-11
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-04-12
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-13
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-14
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-15
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-16
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-17
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-04-18
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-04-19
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-20
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-21
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-22
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-23
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-24
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-04-25
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,3,2020-04-26
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-27
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-28
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-29
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-04-30
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-05-01
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-05-02
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-05-03
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-05-04
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-05-05
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-05-06
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-05-07
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,7,2020-05-08
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-05-09
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,4,2020-05-10
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-05-11
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-05-12
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-05-13
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-05-14
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-05-15
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,5,2020-05-16
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-05-17
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,8,2020-05-18
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,7,2020-05-19
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,7,2020-05-20
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,7,2020-05-21
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,8,2020-05-22
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-05-23
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,6,2020-05-24
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,9,2020-05-25
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,9,2020-05-26
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,8,2020-05-27
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,9,2020-05-28
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,9,2020-05-29
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,8,2020-05-30
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,9,2020-05-31
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,10,2020-06-01
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,10,2020-06-02
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,10,2020-06-03
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,10,2020-06-04
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,10,2020-06-05
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,10,2020-06-06
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,11,2020-06-07
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,11,2020-06-08
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,11,2020-06-09
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,11,2020-06-10
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,11,2020-06-11
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,11,2020-06-12
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,12,2020-06-13
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,11,2020-06-14
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,14,2020-06-15
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,13,2020-06-16
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,13,2020-06-17
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,13,2020-06-18
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,14,2020-06-19
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,15,2020-06-20
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,13,2020-06-21
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,16,2020-06-22
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,15,2020-06-23
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,15,2020-06-24
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,15,2020-06-25
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,16,2020-06-26
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,15,2020-06-27
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,16,2020-06-28
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,16,2020-06-29
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,16,2020-06-30
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,16,2020-07-01
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,16,2020-07-02
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,17,2020-07-03
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,18,2020-07-04
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,21,2020-07-05
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,19,2020-07-06
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,19,2020-07-07
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,19,2020-07-08
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,19,2020-07-09
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,21,2020-07-10
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,24,2020-07-11
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,24,2020-07-12
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,21,2020-07-13
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,20,2020-07-14
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,21,2020-07-15
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,21,2020-07-16
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,24,2020-07-17
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,29,2020-07-18
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,24,2020-07-19
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,23,2020-07-20
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,23,2020-07-21
United Kingdom,Transport,Timeseries,Data Series,Transport for London Tube,24,2020-07-22
